cancer_group	cohort	cell_type	molecular_subtype	n
Pineoblastoma	PBTA	Macrophage M2	PB, Group 2	3
Pineoblastoma	PBTA	Macrophage M2	PB, MYC/FOXR2	2
Pineoblastoma	PBTA	Macrophage M2	PB, To be classified	6
Pineoblastoma	PBTA	Monocyte	PB, Group 1	4
Pineoblastoma	PBTA	Monocyte	PB, Group 2	3
Pineoblastoma	PBTA	Monocyte	PB, MYC/FOXR2	2
Pineoblastoma	PBTA	Monocyte	PB, To be classified	6
Pineoblastoma	PBTA	Myeloid dendritic cell	PB, Group 1	4
Pineoblastoma	PBTA	Myeloid dendritic cell	PB, Group 2	3
Pineoblastoma	PBTA	Myeloid dendritic cell	PB, MYC/FOXR2	2
Pineoblastoma	PBTA	Myeloid dendritic cell	PB, To be classified	6
Pineoblastoma	PBTA	NK cell	PB, Group 1	4
Pineoblastoma	PBTA	NK cell	PB, Group 2	3
Pineoblastoma	PBTA	NK cell	PB, MYC/FOXR2	2
Pineoblastoma	PBTA	NK cell	PB, To be classified	6
Pineoblastoma	PBTA	Neutrophil	PB, Group 1	4
Pineoblastoma	PBTA	Neutrophil	PB, Group 2	3
Pineoblastoma	PBTA	Neutrophil	PB, MYC/FOXR2	2
Pineoblastoma	PBTA	Neutrophil	PB, To be classified	6
Pineoblastoma	PBTA	T cell CD4+ (non-regulatory)	PB, Group 1	4
Pineoblastoma	PBTA	T cell CD4+ (non-regulatory)	PB, Group 2	3
Pineoblastoma	PBTA	T cell CD4+ (non-regulatory)	PB, MYC/FOXR2	2
Pineoblastoma	PBTA	T cell CD4+ (non-regulatory)	PB, To be classified	6
Pineoblastoma	PBTA	T cell CD8+	PB, Group 1	4
Pineoblastoma	PBTA	T cell CD8+	PB, Group 2	3
Pineoblastoma	PBTA	T cell CD8+	PB, MYC/FOXR2	2
Pineoblastoma	PBTA	T cell CD8+	PB, To be classified	6
Pineoblastoma	PBTA	T cell regulatory (Tregs)	PB, Group 1	4
Pineoblastoma	PBTA	T cell regulatory (Tregs)	PB, Group 2	3
Pineoblastoma	PBTA	T cell regulatory (Tregs)	PB, MYC/FOXR2	2
Pineoblastoma	PBTA	T cell regulatory (Tregs)	PB, To be classified	6
Pineoblastoma	PBTA	uncharacterized cell	PB, Group 1	4
Pineoblastoma	PBTA	uncharacterized cell	PB, Group 2	3
Pineoblastoma	PBTA	uncharacterized cell	PB, MYC/FOXR2	2
Pineoblastoma	PBTA	uncharacterized cell	PB, To be classified	6
Pleomorphic xanthoastrocytoma	PBTA	B cell	HGG, PXA	14
Pleomorphic xanthoastrocytoma	PBTA	B cell	HGG, PXA, TP53	2
Pleomorphic xanthoastrocytoma	PBTA	Macrophage M1	HGG, PXA	14
Pleomorphic xanthoastrocytoma	PBTA	Macrophage M1	HGG, PXA, TP53	2
Pleomorphic xanthoastrocytoma	PBTA	Macrophage M2	HGG, PXA	14
Pleomorphic xanthoastrocytoma	PBTA	Macrophage M2	HGG, PXA, TP53	2
Pleomorphic xanthoastrocytoma	PBTA	Monocyte	HGG, PXA	14
Pleomorphic xanthoastrocytoma	PBTA	Monocyte	HGG, PXA, TP53	2
Pleomorphic xanthoastrocytoma	PBTA	Myeloid dendritic cell	HGG, PXA	14
Pleomorphic xanthoastrocytoma	PBTA	Myeloid dendritic cell	HGG, PXA, TP53	2
Pleomorphic xanthoastrocytoma	PBTA	NK cell	HGG, PXA	14
Pleomorphic xanthoastrocytoma	PBTA	NK cell	HGG, PXA, TP53	2
Pleomorphic xanthoastrocytoma	PBTA	Neutrophil	HGG, PXA	14
Pleomorphic xanthoastrocytoma	PBTA	Neutrophil	HGG, PXA, TP53	2
Pleomorphic xanthoastrocytoma	PBTA	T cell CD4+ (non-regulatory)	HGG, PXA	14
Pleomorphic xanthoastrocytoma	PBTA	T cell CD4+ (non-regulatory)	HGG, PXA, TP53	2
Pleomorphic xanthoastrocytoma	PBTA	T cell CD8+	HGG, PXA	14
Pleomorphic xanthoastrocytoma	PBTA	T cell CD8+	HGG, PXA, TP53	2
Pleomorphic xanthoastrocytoma	PBTA	T cell regulatory (Tregs)	HGG, PXA	14
Pleomorphic xanthoastrocytoma	PBTA	T cell regulatory (Tregs)	HGG, PXA, TP53	2
Pleomorphic xanthoastrocytoma	PBTA	uncharacterized cell	HGG, PXA	14
Pleomorphic xanthoastrocytoma	PBTA	uncharacterized cell	HGG, PXA, TP53	2
Rhabdoid tumor of the kidney	PPTC	B cell	NA	3
Rhabdoid tumor of the kidney	PPTC	Macrophage M1	NA	3
Rhabdoid tumor of the kidney	PPTC	Macrophage M2	NA	3
Rhabdoid tumor of the kidney	PPTC	Monocyte	NA	3
Rhabdoid tumor of the kidney	PPTC	Myeloid dendritic cell	NA	3
Rhabdoid tumor of the kidney	PPTC	NK cell	NA	3
Rhabdoid tumor of the kidney	PPTC	Neutrophil	NA	3
Rhabdoid tumor of the kidney	PPTC	T cell CD4+ (non-regulatory)	NA	3
Rhabdoid tumor of the kidney	PPTC	T cell CD8+	NA	3
Rhabdoid tumor of the kidney	PPTC	T cell regulatory (Tregs)	NA	3
Rhabdoid tumor of the kidney	PPTC	uncharacterized cell	NA	3
Rhabdoid tumor of the kidney	TARGET	B cell	NA	64
Rhabdoid tumor of the kidney	TARGET	Macrophage M1	NA	64
Rhabdoid tumor of the kidney	TARGET	Macrophage M2	NA	64
Rhabdoid tumor of the kidney	TARGET	Monocyte	NA	64
Rhabdoid tumor of the kidney	TARGET	Myeloid dendritic cell	NA	64
Rhabdoid tumor of the kidney	TARGET	NK cell	NA	64
Rhabdoid tumor of the kidney	TARGET	Neutrophil	NA	64
Rhabdoid tumor of the kidney	TARGET	T cell CD4+ (non-regulatory)	NA	64
Rhabdoid tumor of the kidney	TARGET	T cell CD8+	NA	64
Rhabdoid tumor of the kidney	TARGET	T cell regulatory (Tregs)	NA	64
Rhabdoid tumor of the kidney	TARGET	uncharacterized cell	NA	64
Rhabdomyosarcoma	DGD	B cell	NA	2
Rhabdomyosarcoma	DGD	Macrophage M1	NA	2
Rhabdomyosarcoma	DGD	Macrophage M2	NA	2
Rhabdomyosarcoma	DGD	Monocyte	NA	2
Rhabdomyosarcoma	DGD	Myeloid dendritic cell	NA	2
Rhabdomyosarcoma	DGD	NK cell	NA	2
Rhabdomyosarcoma	DGD	Neutrophil	NA	2
Rhabdomyosarcoma	DGD	T cell CD4+ (non-regulatory)	NA	2
Rhabdomyosarcoma	DGD	T cell CD8+	NA	2
Rhabdomyosarcoma	DGD	T cell regulatory (Tregs)	NA	2
Rhabdomyosarcoma	DGD	uncharacterized cell	NA	2
Rhabdomyosarcoma	PBTA	B cell	NA	2
Rhabdomyosarcoma	PBTA	Macrophage M1	NA	2
Rhabdomyosarcoma	PBTA	Macrophage M2	NA	2
Rhabdomyosarcoma	PBTA	Monocyte	NA	2
Rhabdomyosarcoma	PBTA	Myeloid dendritic cell	NA	2
Rhabdomyosarcoma	PBTA	NK cell	NA	2
Rhabdomyosarcoma	PBTA	Neutrophil	NA	2
Rhabdomyosarcoma	PBTA	T cell CD4+ (non-regulatory)	NA	2
Rhabdomyosarcoma	PBTA	T cell CD8+	NA	2
Rhabdomyosarcoma	PBTA	T cell regulatory (Tregs)	NA	2
Rhabdomyosarcoma	PBTA	uncharacterized cell	NA	2
Rhabdomyosarcoma	PPTC	B cell	NA	12
Rhabdomyosarcoma	PPTC	Macrophage M1	NA	12
Rhabdomyosarcoma	PPTC	Macrophage M2	NA	12
Rhabdomyosarcoma	PPTC	Monocyte	NA	12
Rhabdomyosarcoma	PPTC	Myeloid dendritic cell	NA	12
Rhabdomyosarcoma	PPTC	NK cell	NA	12
Rhabdomyosarcoma	PPTC	Neutrophil	NA	12
Rhabdomyosarcoma	PPTC	T cell CD4+ (non-regulatory)	NA	12
Rhabdomyosarcoma	PPTC	T cell CD8+	NA	12
Rhabdomyosarcoma	PPTC	T cell regulatory (Tregs)	NA	12
Rhabdomyosarcoma	PPTC	uncharacterized cell	NA	12
Rosette-forming glioneuronal tumor	PBTA	B cell	GNT, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	B cell	GNT, other MAPK, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	Macrophage M1	GNT, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	Macrophage M1	GNT, other MAPK, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	Macrophage M2	GNT, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	Macrophage M2	GNT, other MAPK, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	Monocyte	GNT, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	Monocyte	GNT, other MAPK, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	Myeloid dendritic cell	GNT, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	Myeloid dendritic cell	GNT, other MAPK, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	NK cell	GNT, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	NK cell	GNT, other MAPK, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	Neutrophil	GNT, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	Neutrophil	GNT, other MAPK, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	T cell CD4+ (non-regulatory)	GNT, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	T cell CD4+ (non-regulatory)	GNT, other MAPK, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	T cell CD8+	GNT, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	T cell CD8+	GNT, other MAPK, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	T cell regulatory (Tregs)	GNT, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	T cell regulatory (Tregs)	GNT, other MAPK, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	uncharacterized cell	GNT, FGFR	1
Rosette-forming glioneuronal tumor	PBTA	uncharacterized cell	GNT, other MAPK, FGFR	1
Sarcoma	PBTA	B cell	NA	13
Sarcoma	PBTA	Macrophage M1	NA	13
Sarcoma	PBTA	Macrophage M2	NA	13
Sarcoma	PBTA	Monocyte	NA	13
Sarcoma	PBTA	Myeloid dendritic cell	NA	13
Sarcoma	PBTA	NK cell	NA	13
Sarcoma	PBTA	Neutrophil	NA	13
Sarcoma	PBTA	T cell CD4+ (non-regulatory)	NA	13
Sarcoma	PBTA	T cell CD8+	NA	13
Sarcoma	PBTA	T cell regulatory (Tregs)	NA	13
Sarcoma	PBTA	uncharacterized cell	NA	13
Schwannoma	PBTA	B cell	NA	30
Schwannoma	PBTA	Macrophage M1	NA	30
Schwannoma	PBTA	Macrophage M2	NA	30
Schwannoma	PBTA	Monocyte	NA	30
Schwannoma	PBTA	Myeloid dendritic cell	NA	30
Schwannoma	PBTA	NK cell	NA	30
Schwannoma	PBTA	Neutrophil	NA	30
Schwannoma	PBTA	T cell CD4+ (non-regulatory)	NA	30
Schwannoma	PBTA	T cell CD8+	NA	30
Schwannoma	PBTA	T cell regulatory (Tregs)	NA	30
Schwannoma	PBTA	uncharacterized cell	NA	30
Small Cell Carcinoma	PPTC	B cell	NA	2
Small Cell Carcinoma	PPTC	Macrophage M1	NA	2
Small Cell Carcinoma	PPTC	Macrophage M2	NA	2
Small Cell Carcinoma	PPTC	Monocyte	NA	2
Small Cell Carcinoma	PPTC	Myeloid dendritic cell	NA	2
Small Cell Carcinoma	PPTC	NK cell	NA	2
Small Cell Carcinoma	PPTC	Neutrophil	NA	2
Small Cell Carcinoma	PPTC	T cell CD4+ (non-regulatory)	NA	2
Small Cell Carcinoma	PPTC	T cell CD8+	NA	2
Small Cell Carcinoma	PPTC	T cell regulatory (Tregs)	NA	2
Small Cell Carcinoma	PPTC	uncharacterized cell	NA	2
Subependymal Giant Cell Astrocytoma	PBTA	B cell	SEGA, To be classified	9
Subependymal Giant Cell Astrocytoma	PBTA	B cell	SEGA, wildtype	6
Subependymal Giant Cell Astrocytoma	PBTA	Macrophage M1	SEGA, To be classified	9
Subependymal Giant Cell Astrocytoma	PBTA	Macrophage M1	SEGA, wildtype	6
Subependymal Giant Cell Astrocytoma	PBTA	Macrophage M2	SEGA, To be classified	9
Subependymal Giant Cell Astrocytoma	PBTA	Macrophage M2	SEGA, wildtype	6
Subependymal Giant Cell Astrocytoma	PBTA	Monocyte	SEGA, To be classified	9
Subependymal Giant Cell Astrocytoma	PBTA	Monocyte	SEGA, wildtype	6
Subependymal Giant Cell Astrocytoma	PBTA	Myeloid dendritic cell	SEGA, To be classified	9
Subependymal Giant Cell Astrocytoma	PBTA	Myeloid dendritic cell	SEGA, wildtype	6
Subependymal Giant Cell Astrocytoma	PBTA	NK cell	SEGA, To be classified	9
Subependymal Giant Cell Astrocytoma	PBTA	NK cell	SEGA, wildtype	6
Subependymal Giant Cell Astrocytoma	PBTA	Neutrophil	SEGA, To be classified	9
Subependymal Giant Cell Astrocytoma	PBTA	Neutrophil	SEGA, wildtype	6
Subependymal Giant Cell Astrocytoma	PBTA	T cell CD4+ (non-regulatory)	SEGA, To be classified	9
Subependymal Giant Cell Astrocytoma	PBTA	T cell CD4+ (non-regulatory)	SEGA, wildtype	6
Subependymal Giant Cell Astrocytoma	PBTA	T cell CD8+	SEGA, To be classified	9
Subependymal Giant Cell Astrocytoma	PBTA	T cell CD8+	SEGA, wildtype	6
Subependymal Giant Cell Astrocytoma	PBTA	T cell regulatory (Tregs)	SEGA, To be classified	9
Subependymal Giant Cell Astrocytoma	PBTA	T cell regulatory (Tregs)	SEGA, wildtype	6
Subependymal Giant Cell Astrocytoma	PBTA	uncharacterized cell	SEGA, To be classified	9
Subependymal Giant Cell Astrocytoma	PBTA	uncharacterized cell	SEGA, wildtype	6
Teratoma	PBTA	B cell	NA	10
Teratoma	PBTA	Macrophage M1	NA	10
Teratoma	PBTA	Macrophage M2	NA	10
Teratoma	PBTA	Monocyte	NA	10
Teratoma	PBTA	Myeloid dendritic cell	NA	10
Teratoma	PBTA	NK cell	NA	10
Teratoma	PBTA	Neutrophil	NA	10
Teratoma	PBTA	T cell CD4+ (non-regulatory)	NA	10
Teratoma	PBTA	T cell CD8+	NA	10
Teratoma	PBTA	T cell regulatory (Tregs)	NA	10
Teratoma	PBTA	uncharacterized cell	NA	10
Wilms tumor	PPTC	B cell	NA	12
Wilms tumor	PPTC	Macrophage M1	NA	12
Wilms tumor	PPTC	Macrophage M2	NA	12
Wilms tumor	PPTC	Monocyte	NA	12
Wilms tumor	PPTC	Myeloid dendritic cell	NA	12
Wilms tumor	PPTC	NK cell	NA	12
Wilms tumor	PPTC	Neutrophil	NA	12
Wilms tumor	PPTC	T cell CD4+ (non-regulatory)	NA	12
Wilms tumor	PPTC	T cell CD8+	NA	12
Wilms tumor	PPTC	T cell regulatory (Tregs)	NA	12
Wilms tumor	PPTC	uncharacterized cell	NA	12
Wilms tumor	TARGET	B cell	NA	130
Wilms tumor	TARGET	Macrophage M1	NA	130
Wilms tumor	TARGET	Macrophage M2	NA	130
Wilms tumor	TARGET	Monocyte	NA	130
Wilms tumor	TARGET	Myeloid dendritic cell	NA	130
Wilms tumor	TARGET	NK cell	NA	130
Wilms tumor	TARGET	Neutrophil	NA	130
Wilms tumor	TARGET	T cell CD4+ (non-regulatory)	NA	130
Wilms tumor	TARGET	T cell CD8+	NA	130
Wilms tumor	TARGET	T cell regulatory (Tregs)	NA	130
Wilms tumor	TARGET	uncharacterized cell	NA	130
